request_id,arrive_time,rtl,wait_time
3151d495-b238-11ec-9416-085bd6625968,179,10,2
3151d496-b238-11ec-a1da-085bd6625968,180,10,2
3151d497-b238-11ec-8b11-085bd6625968,181,30,2
3151d494-b238-11ec-a9c2-085bd6625968,177,30,7
3151d49b-b238-11ec-bcca-085bd6625968,186,10,2
3151d49c-b238-11ec-bd46-085bd6625968,187,30,2
3151d49d-b238-11ec-ab4d-085bd6625968,188,10,2
3151d49a-b238-11ec-a3db-085bd6625968,185,30,6
3151d4a0-b238-11ec-9915-085bd6625968,191,10,1
3151d4a2-b238-11ec-946e-085bd6625968,193,30,3
3151d49f-b238-11ec-ab06-085bd6625968,190,10,7
3151d4a3-b238-11ec-a4d5-085bd6625968,194,30,5
3151d4a6-b238-11ec-b7aa-085bd6625968,198,30,2
3151d4a7-b238-11ec-a9f3-085bd6625968,199,30,2
3151d4a1-b238-11ec-bd52-085bd6625968,192,10,10
3151d4aa-b238-11ec-96fb-085bd6625968,202,10,1
3151d4a8-b238-11ec-843a-085bd6625968,200,30,4
3151d4a9-b238-11ec-a9d9-085bd6625968,201,30,4
3151d4ad-b238-11ec-8a22-085bd6625968,205,30,1
3151d4ae-b238-11ec-b7de-085bd6625968,206,30,2
3151d4af-b238-11ec-acb2-085bd6625968,207,10,2
3151d4ac-b238-11ec-a1ac-085bd6625968,204,30,6
3151d4b2-b238-11ec-aca8-085bd6625968,210,30,1
3151d4b0-b238-11ec-9258-085bd6625968,208,10,4
3151d4b3-b238-11ec-9f9a-085bd6625968,211,30,2
3151d4b4-b238-11ec-9799-085bd6625968,212,10,2
3151d4ab-b238-11ec-b952-085bd6625968,203,30,12
3151d4b5-b238-11ec-aaf9-085bd6625968,213,10,3
3151d4b8-b238-11ec-b53a-085bd6625968,216,10,1
3151d4ba-b238-11ec-b434-085bd6625968,218,30,1
3151d4b6-b238-11ec-96db-085bd6625968,214,10,6
3151d4b1-b238-11ec-9501-085bd6625968,209,30,13
3151d4bb-b238-11ec-ae30-085bd6625968,219,30,4
3151d4b7-b238-11ec-bdaf-085bd6625968,215,10,9
3151d4c0-b238-11ec-8daa-085bd6625968,224,10,4
3151d4bd-b238-11ec-b20d-085bd6625968,221,10,8
3151d4bf-b238-11ec-b97a-085bd6625968,223,10,7
3151d4c7-b238-11ec-97d0-085bd6625968,230,30,1
3151d4c9-b238-11ec-b4e7-085bd6625968,232,30,1
3151d4b9-b238-11ec-8cf8-085bd6625968,217,30,18
3151d4c1-b238-11ec-9e01-085bd6625968,225,30,11
3151d4be-b238-11ec-83d0-085bd6625968,222,30,15
3151d4c5-b238-11ec-af3e-085bd6625968,228,30,10
3151d4cf-b238-11ec-ab89-085bd6625968,237,10,2
3151d4d1-b238-11ec-8aeb-085bd6625968,239,10,3
3151d4cb-b238-11ec-965b-085bd6625968,234,10,9
3151d4c8-b238-11ec-a9a1-085bd6625968,231,30,13
3151d4d4-b238-11ec-93b0-085bd6625968,241,10,4
3151d4d2-b238-11ec-89c6-085bd6625968,240,10,6
3151d4d8-b238-11ec-9985-085bd6625968,244,30,3
3151d4ca-b238-11ec-86b4-085bd6625968,233,30,15
3151d4cc-b238-11ec-ab17-085bd6625968,235,30,14
3151d4d9-b238-11ec-b14f-085bd6625968,245,30,5
3151d4d3-b238-11ec-96e9-085bd6625968,240,30,12
3151d4e1-b238-11ec-aa2b-085bd6625968,252,30,1
3151d4c6-b238-11ec-8e77-085bd6625968,229,30,25
3151d4e3-b238-11ec-bc93-085bd6625968,254,30,1
3151d4e4-b238-11ec-9327-085bd6625968,255,10,2
3151d4d0-b238-11ec-9813-085bd6625968,238,30,20
3151d4df-b238-11ec-8b2a-085bd6625968,251,30,8
3151d4de-b238-11ec-b398-085bd6625968,250,10,10
3151d4ea-b238-11ec-a562-085bd6625968,260,30,1
3151d4ec-b238-11ec-8f69-085bd6625968,261,10,1
3151d4ed-b238-11ec-ac11-085bd6625968,262,10,2
3151d4ef-b238-11ec-8f13-085bd6625968,264,10,1
3151d4e7-b238-11ec-8e2b-085bd6625968,257,30,9
3151d4f0-b238-11ec-b616-085bd6625968,265,30,3
3151d4f5-b238-11ec-b32d-085bd6625968,268,30,1
3151d4f7-b238-11ec-9690-085bd6625968,270,30,1
3151d4f6-b238-11ec-8fd3-085bd6625968,269,10,3
3151d4e0-b238-11ec-b227-085bd6625968,251,30,22
3151d4f2-b238-11ec-ba51-085bd6625968,266,30,9
3151d4fd-b238-11ec-9e91-085bd6625968,275,10,2
3151d4fb-b238-11ec-85d9-085bd6625968,273,10,5
3151d4e6-b238-11ec-92c3-085bd6625968,256,30,27
3151d509-b238-11ec-a64b-085bd6625968,283,30,1
3151d4f9-b238-11ec-b3ad-085bd6625968,271,30,15
3151d4f3-b238-11ec-a0aa-085bd6625968,267,30,20
3151d506-b238-11ec-9293-085bd6625968,281,30,10
3151d511-b238-11ec-bde8-085bd6625968,289,10,3
3151d502-b238-11ec-9e17-085bd6625968,279,30,14
3151d515-b238-11ec-b976-085bd6625968,293,30,1
3151d505-b238-11ec-9fec-085bd6625968,280,30,15
3151d514-b238-11ec-ada2-085bd6625968,292,30,4
3151d4fe-b238-11ec-890d-085bd6625968,276,30,21
3151d51b-b238-11ec-b76f-085bd6625968,297,10,1
3151d51e-b238-11ec-b10b-085bd6625968,298,30,1
3151d516-b238-11ec-87b6-085bd6625968,293,10,7
3151d50b-b238-11ec-af9c-085bd6625968,284,30,17
3151d521-b238-11ec-8040-085bd6625968,301,30,1
3151d523-b238-11ec-b5a2-085bd6625968,302,30,1
3151d50a-b238-11ec-8cec-085bd6625968,283,30,22
3151d524-b238-11ec-aedf-085bd6625968,303,10,3
3151d50d-b238-11ec-b01a-085bd6625968,286,30,21
3151d50f-b238-11ec-a128-085bd6625968,288,30,20
3151d525-b238-11ec-b8ca-085bd6625968,303,30,7
3151d508-b238-11ec-8130-085bd6625968,282,30,29
3151d52d-b238-11ec-8f2f-085bd6625968,308,10,4
3151d531-b238-11ec-80e7-085bd6625968,311,30,3
3151d52c-b238-11ec-8652-085bd6625968,307,10,8
3151d519-b238-11ec-b2f3-085bd6625968,296,30,20
3151d52b-b238-11ec-999e-085bd6625968,307,30,10
3151d530-b238-11ec-8a33-085bd6625968,311,30,7
3151d529-b238-11ec-80de-085bd6625968,306,30,14
3151d535-b238-11ec-ac28-085bd6625968,314,10,7
3151d538-b238-11ec-91bc-085bd6625968,316,10,6
3151d537-b238-11ec-b668-085bd6625968,315,10,10
3151d51d-b238-11ec-99da-085bd6625968,298,30,28
3151d536-b238-11ec-b9f5-085bd6625968,315,30,13
3151d532-b238-11ec-9fcc-085bd6625968,312,30,18
3151d544-b238-11ec-b32e-085bd6625968,324,30,7
3151d54f-b238-11ec-a04f-085bd6625968,331,30,1
3151d543-b238-11ec-afe9-085bd6625968,323,10,10
3151d54b-b238-11ec-9f87-085bd6625968,328,30,7
3151d54a-b238-11ec-95bc-085bd6625968,327,30,9
3151d558-b238-11ec-b920-085bd6625968,336,30,1
3151d554-b238-11ec-878a-085bd6625968,334,30,4
3151d53c-b238-11ec-bda7-085bd6625968,319,30,20
3151d545-b238-11ec-9e92-085bd6625968,324,30,16
3151d561-b238-11ec-b5a0-085bd6625968,341,30,1
3151d555-b238-11ec-a4c0-085bd6625968,334,30,9
3151d564-b238-11ec-974f-085bd6625968,343,30,1
3151d55e-b238-11ec-af1f-085bd6625968,340,30,6
3151d568-b238-11ec-a9be-085bd6625968,346,30,1
3151d54d-b238-11ec-add6-085bd6625968,329,30,19
3151d55f-b238-11ec-b942-085bd6625968,340,30,9
3151d562-b238-11ec-85a9-085bd6625968,342,10,9
3151d571-b238-11ec-bcdc-085bd6625968,351,10,1
3151d56a-b238-11ec-9df1-085bd6625968,347,10,6
3151d559-b238-11ec-93ec-085bd6625968,337,30,17
3151d55d-b238-11ec-bef1-085bd6625968,339,30,16
3151d573-b238-11ec-9e83-085bd6625968,352,30,4
3151d578-b238-11ec-9d4d-085bd6625968,355,30,7
3151d577-b238-11ec-abd4-085bd6625968,355,10,8
3151d57e-b238-11ec-85a2-085bd6625968,359,30,5
3151d57c-b238-11ec-b56a-085bd6625968,358,30,7
3151d58d-b238-11ec-8c6b-085bd6625968,367,30,1
3151d566-b238-11ec-9590-085bd6625968,344,30,25
3151d581-b238-11ec-8abe-085bd6625968,360,10,10
3151d58a-b238-11ec-ab99-085bd6625968,365,10,6
3151d58c-b238-11ec-a200-085bd6625968,366,10,7
3151d56c-b238-11ec-a4fc-085bd6625968,348,30,26
3151d570-b238-11ec-8b4f-085bd6625968,351,30,24
3151d591-b238-11ec-9435-085bd6625968,369,30,7
31543716-b238-11ec-9db7-085bd6625968,376,30,1
3151d588-b238-11ec-8aca-085bd6625968,364,30,15
3154371a-b238-11ec-b103-085bd6625968,378,30,3
3154371f-b238-11ec-a9c2-085bd6625968,381,30,2
31543722-b238-11ec-baa4-085bd6625968,383,30,1
3151d57b-b238-11ec-b01a-085bd6625968,357,30,30
3154372a-b238-11ec-b8f2-085bd6625968,387,30,1
31543720-b238-11ec-ae9a-085bd6625968,382,30,7
3151d598-b238-11ec-9c1f-085bd6625968,373,30,17
3151d597-b238-11ec-8459-085bd6625968,372,30,19
3154372b-b238-11ec-9f30-085bd6625968,388,10,4
31543729-b238-11ec-9eb8-085bd6625968,387,30,6
31543721-b238-11ec-9b47-085bd6625968,382,30,14
31543735-b238-11ec-90d2-085bd6625968,393,10,4
3154372e-b238-11ec-9ef2-085bd6625968,389,30,9
31543737-b238-11ec-a6fd-085bd6625968,394,10,5
3154373f-b238-11ec-97f7-085bd6625968,398,10,2
3154373d-b238-11ec-8dfd-085bd6625968,397,30,4
31543741-b238-11ec-aef0-085bd6625968,399,30,3
31543746-b238-11ec-acd8-085bd6625968,402,30,1
31543727-b238-11ec-bc04-085bd6625968,386,30,18
31543738-b238-11ec-a51b-085bd6625968,395,30,10
3154374d-b238-11ec-b228-085bd6625968,405,10,1
31543751-b238-11ec-a825-085bd6625968,407,30,1
31543755-b238-11ec-b82e-085bd6625968,409,30,1
31543759-b238-11ec-91eb-085bd6625968,411,30,1
3154375b-b238-11ec-8873-085bd6625968,412,30,1
3154373e-b238-11ec-9948-085bd6625968,398,30,16
31543742-b238-11ec-985c-085bd6625968,400,30,15
31543752-b238-11ec-9709-085bd6625968,408,30,8
31543744-b238-11ec-a553-085bd6625968,401,30,16
31543762-b238-11ec-a692-085bd6625968,416,30,2
31543767-b238-11ec-ba28-085bd6625968,418,30,1
31543766-b238-11ec-8824-085bd6625968,418,10,2
3154376a-b238-11ec-b7e2-085bd6625968,420,30,1
3154376c-b238-11ec-a112-085bd6625968,421,30,1
3154376e-b238-11ec-befc-085bd6625968,422,30,1
3154376f-b238-11ec-b312-085bd6625968,422,10,4
31543770-b238-11ec-a4b3-085bd6625968,423,10,4
31543775-b238-11ec-ac06-085bd6625968,425,30,3
3154375d-b238-11ec-ab68-085bd6625968,413,30,16
3154377d-b238-11ec-839c-085bd6625968,429,30,1
3154377b-b238-11ec-812b-085bd6625968,428,10,4
31543776-b238-11ec-a182-085bd6625968,426,30,7
3154376d-b238-11ec-97c7-085bd6625968,421,30,13
3154377e-b238-11ec-82ec-085bd6625968,429,10,6
3154378a-b238-11ec-9da5-085bd6625968,435,30,1
31543758-b238-11ec-8446-085bd6625968,411,30,26
3154378f-b238-11ec-a448-085bd6625968,437,10,1
31543786-b238-11ec-be57-085bd6625968,433,10,6
31543795-b238-11ec-ab66-085bd6625968,440,30,1
31543785-b238-11ec-915c-085bd6625968,433,30,11
31543772-b238-11ec-869a-085bd6625968,424,30,23
3154379f-b238-11ec-89ac-085bd6625968,445,30,3
315437a6-b238-11ec-b2c9-085bd6625968,448,30,1
31543777-b238-11ec-aa15-085bd6625968,426,30,24
3154379b-b238-11ec-9a53-085bd6625968,443,30,9
315437ae-b238-11ec-bbdc-085bd6625968,452,30,1
3154377c-b238-11ec-9f6a-085bd6625968,428,30,26
315437b1-b238-11ec-bffc-085bd6625968,453,10,2
315437b4-b238-11ec-bea0-085bd6625968,455,10,2
315437b6-b238-11ec-b3a8-085bd6625968,455,10,3
315437a0-b238-11ec-a0fc-085bd6625968,445,30,14
315437bc-b238-11ec-8aa6-085bd6625968,458,30,2
31543781-b238-11ec-8fbf-085bd6625968,431,30,30
315437ba-b238-11ec-b47f-085bd6625968,457,30,5
315437a3-b238-11ec-a2cd-085bd6625968,446,30,17
31543792-b238-11ec-8347-085bd6625968,439,30,25
315437c3-b238-11ec-95cc-085bd6625968,461,30,4
315437a8-b238-11ec-9bad-085bd6625968,449,30,17
315437bd-b238-11ec-b7aa-085bd6625968,458,10,9
315437cc-b238-11ec-8f4d-085bd6625968,465,30,4
315437bf-b238-11ec-adc6-085bd6625968,459,30,11
315437c1-b238-11ec-a927-085bd6625968,460,30,11
315437ad-b238-11ec-9ee4-085bd6625968,451,30,21
315437db-b238-11ec-a2dd-085bd6625968,471,10,2
315437de-b238-11ec-aea2-085bd6625968,473,30,1
315437d3-b238-11ec-90b1-085bd6625968,468,30,7
315437c5-b238-11ec-a69e-085bd6625968,462,30,14
315437d8-b238-11ec-ae0f-085bd6625968,470,10,8
315437ea-b238-11ec-a176-085bd6625968,478,30,1
315437eb-b238-11ec-a7f9-085bd6625968,478,10,2
315437c8-b238-11ec-b0a9-085bd6625968,463,30,18
315437f0-b238-11ec-989a-085bd6625968,481,10,1
315437f3-b238-11ec-937a-085bd6625968,482,30,1
315437f6-b238-11ec-b01a-085bd6625968,483,10,1
315437f8-b238-11ec-96d1-085bd6625968,484,30,1
315437fd-b238-11ec-bbd3-085bd6625968,486,10,1
315437ec-b238-11ec-bb26-085bd6625968,479,30,9
315437e2-b238-11ec-8b32-085bd6625968,475,30,14
315437f7-b238-11ec-a5e2-085bd6625968,484,10,7
3154380a-b238-11ec-a894-085bd6625968,491,30,1
315437dd-b238-11ec-8124-085bd6625968,472,30,21
31543806-b238-11ec-bcc6-085bd6625968,490,10,5
31543810-b238-11ec-beee-085bd6625968,494,10,3
31543800-b238-11ec-9a83-085bd6625968,487,30,11
31543804-b238-11ec-bf8d-085bd6625968,489,30,10
3154380d-b238-11ec-b5bc-085bd6625968,493,10,7
3154380b-b238-11ec-b186-085bd6625968,492,10,9
3154380c-b238-11ec-8fc7-085bd6625968,492,10,10
315699a4-b238-11ec-9900-085bd6625968,502,30,1
31543803-b238-11ec-a6b3-085bd6625968,489,30,15
315699a7-b238-11ec-82fd-085bd6625968,503,30,2
315437ff-b238-11ec-a6a9-085bd6625968,487,30,20
315699ac-b238-11ec-980f-085bd6625968,505,10,4
315699b4-b238-11ec-bbb4-085bd6625968,508,30,2
3156999d-b238-11ec-b498-085bd6625968,499,30,12
315699bb-b238-11ec-b39c-085bd6625968,511,10,1
31543801-b238-11ec-bbf8-085bd6625968,488,30,26
315699b7-b238-11ec-8708-085bd6625968,509,10,6
315699bd-b238-11ec-bed1-085bd6625968,511,10,8
315699ca-b238-11ec-9f2a-085bd6625968,516,30,4
315699ba-b238-11ec-9b5c-085bd6625968,510,30,11
315699d5-b238-11ec-917f-085bd6625968,521,10,1
315699d7-b238-11ec-b9a5-085bd6625968,521,10,2
315699c0-b238-11ec-b662-085bd6625968,512,30,12
315699d3-b238-11ec-8736-085bd6625968,520,30,5
315699c2-b238-11ec-95a7-085bd6625968,513,30,13
315699b0-b238-11ec-92c0-085bd6625968,506,30,21
315699e7-b238-11ec-8a05-085bd6625968,528,30,1
315699d4-b238-11ec-a2ee-085bd6625968,520,30,10
315699c5-b238-11ec-ac05-085bd6625968,514,30,17
315699f0-b238-11ec-a3b3-085bd6625968,531,10,1
315699e2-b238-11ec-8a21-085bd6625968,526,10,9
315699fb-b238-11ec-b2a4-085bd6625968,535,10,2
315699da-b238-11ec-b132-085bd6625968,522,30,17
315699c8-b238-11ec-be45-085bd6625968,516,30,24
31569a06-b238-11ec-ab75-085bd6625968,540,10,1
315699fc-b238-11ec-a9e9-085bd6625968,536,30,6
31569a04-b238-11ec-89e5-085bd6625968,539,30,4
31569a10-b238-11ec-881c-085bd6625968,543,30,1
315699fa-b238-11ec-aca0-085bd6625968,535,10,10
315699eb-b238-11ec-9fc0-085bd6625968,529,30,17
315699ef-b238-11ec-8df5-085bd6625968,531,30,16
31569a19-b238-11ec-bb06-085bd6625968,547,30,1
315699fe-b238-11ec-9489-085bd6625968,536,30,13
31569a02-b238-11ec-a043-085bd6625968,538,30,13
31569a16-b238-11ec-90e3-085bd6625968,545,30,7
315699ea-b238-11ec-99e0-085bd6625968,529,30,24
315699e0-b238-11ec-b538-085bd6625968,525,30,29
315699ff-b238-11ec-a9c1-085bd6625968,537,30,18
31569a18-b238-11ec-affc-085bd6625968,546,30,10
31569a33-b238-11ec-84f6-085bd6625968,556,30,1
31569a35-b238-11ec-b723-085bd6625968,557,30,1
31569a0d-b238-11ec-ac53-085bd6625968,542,30,18
31569a3d-b238-11ec-9537-085bd6625968,560,30,1
31569a36-b238-11ec-8a40-085bd6625968,557,30,5
31569a43-b238-11ec-8667-085bd6625968,562,30,1
31569a4b-b238-11ec-a6dd-085bd6625968,565,30,1
31569a41-b238-11ec-9dad-085bd6625968,561,30,6
31569a3b-b238-11ec-bc5d-085bd6625968,559,30,9
31569a2d-b238-11ec-b0fd-085bd6625968,554,30,15
31569a3a-b238-11ec-9157-085bd6625968,559,30,11
31569a3f-b238-11ec-aec2-085bd6625968,561,10,10
31569a5d-b238-11ec-ab84-085bd6625968,571,30,1
31569a5e-b238-11ec-8f16-085bd6625968,572,30,1
31569a5b-b238-11ec-87e7-085bd6625968,571,30,4
31569a56-b238-11ec-a517-085bd6625968,569,30,7
31569a66-b238-11ec-9a75-085bd6625968,575,30,2
31569a30-b238-11ec-8cfa-085bd6625968,555,30,23
31569a2b-b238-11ec-9adc-085bd6625968,554,30,25
31569a71-b238-11ec-b9e3-085bd6625968,579,10,1
31569a4d-b238-11ec-9d78-085bd6625968,566,30,15
31569a78-b238-11ec-9b63-085bd6625968,581,30,1
31569a32-b238-11ec-971d-085bd6625968,556,30,27
31569a7e-b238-11ec-a10d-085bd6625968,583,30,1
31569a4f-b238-11ec-a290-085bd6625968,567,30,18
31569a83-b238-11ec-97e2-085bd6625968,585,30,1
31569a6b-b238-11ec-84ae-085bd6625968,577,30,10
31569a7c-b238-11ec-8e2a-085bd6625968,582,10,6
31569a8d-b238-11ec-8ca7-085bd6625968,588,10,1
31569a74-b238-11ec-96aa-085bd6625968,580,30,10
31569a42-b238-11ec-8524-085bd6625968,562,30,30
31569a73-b238-11ec-a051-085bd6625968,579,30,14
31569a6a-b238-11ec-9c08-085bd6625968,576,30,18
31569a69-b238-11ec-ac06-085bd6625968,576,30,19
31569a6f-b238-11ec-b39b-085bd6625968,578,30,18
31569a82-b238-11ec-b72f-085bd6625968,584,30,13
31569a75-b238-11ec-a7e7-085bd6625968,580,30,19
3158fbe0-b238-11ec-92a5-085bd6625968,598,30,2
31569a86-b238-11ec-9317-085bd6625968,586,30,15
3158fbe8-b238-11ec-9e71-085bd6625968,601,30,1
3158fbd9-b238-11ec-846f-085bd6625968,596,30,8
3158fbf7-b238-11ec-a756-085bd6625968,606,30,1
3158fbeb-b238-11ec-b3de-085bd6625968,602,30,7
3158fc00-b238-11ec-9ae8-085bd6625968,609,30,1
3158fbcf-b238-11ec-8e98-085bd6625968,593,30,18
3158fbee-b238-11ec-8a33-085bd6625968,603,30,9
3158fbd6-b238-11ec-ad8a-085bd6625968,595,30,18
3158fc03-b238-11ec-81f1-085bd6625968,610,30,4
3158fc13-b238-11ec-b71c-085bd6625968,616,30,1
3158fc18-b238-11ec-8f96-085bd6625968,617,30,1
3158fc08-b238-11ec-a93e-085bd6625968,612,10,7
3158fc1d-b238-11ec-9d49-085bd6625968,619,30,1
3158fc1a-b238-11ec-8a55-085bd6625968,618,10,3
3158fc10-b238-11ec-8a99-085bd6625968,615,30,7
3158fc25-b238-11ec-a308-085bd6625968,622,30,1
3158fc11-b238-11ec-a19d-085bd6625968,615,30,9
3158fbd7-b238-11ec-a6f9-085bd6625968,595,30,30
3158fc2e-b238-11ec-8dbf-085bd6625968,625,30,1
3158fc33-b238-11ec-96e7-085bd6625968,626,30,1
3158fc31-b238-11ec-aaf8-085bd6625968,625,10,3
3158fc3a-b238-11ec-8aab-085bd6625968,628,10,1
3158fc3c-b238-11ec-b87d-085bd6625968,629,30,1
3158fc30-b238-11ec-aa5a-085bd6625968,625,30,6
3158fc42-b238-11ec-91f6-085bd6625968,631,30,1
3158fc45-b238-11ec-9047-085bd6625968,632,30,1
3158fc3d-b238-11ec-9cdc-085bd6625968,629,10,5
3158fc20-b238-11ec-88a3-085bd6625968,620,30,15
3158fc49-b238-11ec-87e6-085bd6625968,633,10,3
3158fc01-b238-11ec-8a7c-085bd6625968,610,30,27
3158fc2d-b238-11ec-add0-085bd6625968,624,30,15
3158fc5a-b238-11ec-903e-085bd6625968,639,30,1
3158fc5f-b238-11ec-b765-085bd6625968,640,30,1
3158fc56-b238-11ec-a7a7-085bd6625968,637,30,5
3158fc65-b238-11ec-bdc0-085bd6625968,642,30,1
3158fc68-b238-11ec-abc9-085bd6625968,643,10,1
3158fc3f-b238-11ec-bbe0-085bd6625968,630,30,16
3158fc4c-b238-11ec-a2c2-085bd6625968,634,30,13
3158fc57-b238-11ec-a28b-085bd6625968,638,10,10
3158fc43-b238-11ec-9021-085bd6625968,631,30,18
3158fc40-b238-11ec-8bd5-085bd6625968,630,30,20
3158fc70-b238-11ec-bf7b-085bd6625968,646,30,5
3158fc86-b238-11ec-82b4-085bd6625968,652,30,1
3158fc7e-b238-11ec-bd64-085bd6625968,650,30,4
3158fc8a-b238-11ec-bd2c-085bd6625968,654,30,1
3158fc7b-b238-11ec-b437-085bd6625968,649,10,7
3158fc60-b238-11ec-8223-085bd6625968,641,30,16
3158fc7c-b238-11ec-adf0-085bd6625968,649,10,9
3158fc94-b238-11ec-b080-085bd6625968,657,30,2
3158fc91-b238-11ec-baa6-085bd6625968,656,30,4
3158fc9e-b238-11ec-ab23-085bd6625968,660,30,1
3158fc6a-b238-11ec-8e3c-085bd6625968,644,30,18
3158fc8d-b238-11ec-b02a-085bd6625968,654,10,9
3158fc9f-b238-11ec-a054-085bd6625968,660,30,4
3158fc78-b238-11ec-9f9c-085bd6625968,648,30,18
3158fcb1-b238-11ec-92f1-085bd6625968,666,30,1
3158fcb6-b238-11ec-8648-085bd6625968,667,30,1
3158fc79-b238-11ec-b39a-085bd6625968,648,30,21
3158fcb2-b238-11ec-8bfe-085bd6625968,666,30,4
3158fc87-b238-11ec-aab9-085bd6625968,653,30,18
3158fcc6-b238-11ec-99f6-085bd6625968,672,30,1
3158fc89-b238-11ec-b684-085bd6625968,653,30,21
3158fc7f-b238-11ec-8732-085bd6625968,650,30,25
3158fcb4-b238-11ec-ad64-085bd6625968,667,30,9
3158fcd2-b238-11ec-b2dc-085bd6625968,676,30,1
3158fca2-b238-11ec-9a45-085bd6625968,661,30,17
3158fc90-b238-11ec-ae93-085bd6625968,655,30,24
3158fcce-b238-11ec-94e2-085bd6625968,675,10,6
315b5def-b238-11ec-9afd-085bd6625968,680,30,2
3158fcc0-b238-11ec-baee-085bd6625968,670,30,13
315b5dec-b238-11ec-a0a9-085bd6625968,679,30,5
3158fccb-b238-11ec-b794-085bd6625968,674,30,12
3158fcc8-b238-11ec-b32d-085bd6625968,673,30,15
315b5e08-b238-11ec-bc39-085bd6625968,687,30,2
315b5e0d-b238-11ec-92f2-085bd6625968,689,30,1
315b5e07-b238-11ec-90e2-085bd6625968,687,30,4
315b5e15-b238-11ec-83f0-085bd6625968,691,30,1
315b5e1b-b238-11ec-a894-085bd6625968,693,30,1
315b5dea-b238-11ec-b8a1-085bd6625968,678,30,19
